,aspect,document,sentiment
1064,RESTAURANT#GENERAL,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,positive
1065,RESTAURANT#MISCELLANEOUS,All the people that I bring there go back on their own and bring THEIR friends!,positive
1066,RESTAURANT#GENERAL,Go there once and oh yes...you will go back...you will...,positive
1067,RESTAURANT#GENERAL,What a great place!,positive
1068,AMBIENCE#GENERAL,Not the typical NYC gimmick theme restaurant.,positive
1069,AMBIENCE#GENERAL,"A cool bar with great food, and tons of excellent beer.",positive
1070,SERVICE#GENERAL,And even with it's Pub atmosphere they were great to my kids too!,positive
1071,RESTAURANT#GENERAL,Loved it!,positive
1072,,"Out of the hundreds of Italian restaurants in Queens, this is among the best.",
1073,FOOD#QUALITY,The shrimp scampi was excellent and the antipasti were plentiful.,positive
1074,RESTAURANT#PRICES,It is expensive but well worth the money.,negative
1075,RESTAURANT#GENERAL,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",positive
1076,FOOD#QUALITY,The only thing more wonderful than the food (which is exceptional) is the service.,positive
1077,SERVICE#GENERAL,The only thing the waiters don't do for you is wipe your chin when you leave.,positive
1078,RESTAURANT#MISCELLANEOUS,Wonderful at holiday time.,positive
1079,AMBIENCE#GENERAL,Cozy romantic atomosphere with only around 15 tables at most.,positive
1080,SERVICE#GENERAL,Service was very prompt but slightly rushed.,positive
1081,FOOD#QUALITY,"Food was very good, but not what I would consider out of this world.",neutral
1082,AMBIENCE#GENERAL,Go here for a romantic dinner but not for an all out wow dining experience.,positive
1083,RESTAURANT#MISCELLANEOUS,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,positive
1084,FOOD#QUALITY,Too bad the food wasn't of the same heritage.,negative
1085,FOOD#QUALITY,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",negative
1086,FOOD#QUALITY,A real dissapointment.,negative
1087,FOOD#QUALITY,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,negative
1088,FOOD#QUALITY,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,negative
1089,RESTAURANT#PRICES,Priced at upper intermediate range.,negative
1090,RESTAURANT#GENERAL,I really liked this place.,positive
1091,FOOD#QUALITY,"Everything I had was good, and I'm a eater.",positive
1092,RESTAURANT#PRICES,It was pretty inexpensive too.,positive
1093,FOOD#QUALITY,This place has the best Chinese style BBQ ribs in the city.,positive
1094,FOOD#QUALITY,I also recommend the rice dishes or the different varieties of congee (rice porridge).,positive
1095,RESTAURANT#MISCELLANEOUS,It's great to go for a quick lunch either alone or with a friend.,positive
1096,RESTAURANT#MISCELLANEOUS,It's definately not a place to go if you want to impress someone.,negative
1097,FOOD#QUALITY,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",positive
1098,SERVICE#GENERAL,Quick and friendly service.,positive
1099,RESTAURANT#GENERAL,This is one of the best comfort food places in the city.,positive
1100,RESTAURANT#GENERAL,It's somewhere you can eat and be happy.,positive
1101,,"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.",
1102,AMBIENCE#GENERAL,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",positive
1103,FOOD#QUALITY,"The food is wonderful, tasty and filling, and the service is professional and friendly.",positive
1104,AMBIENCE#GENERAL,"I can't wait for summer, when they serve outside on their gigantic patio.",positive
1105,,Ahhh...,
1106,RESTAURANT#GENERAL,I recently tried Suan and I thought that it was great.,positive
1107,FOOD#STYLE_OPTIONS,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,positive
1108,SERVICE#GENERAL,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,positive
1109,RESTAURANT#GENERAL,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,positive
1110,SERVICE#GENERAL,They all know you.,positive
1111,FOOD#QUALITY,Good food.,positive
1112,DRINKS#QUALITY,Good drink.,positive
1113,RESTAURANT#MISCELLANEOUS,How do you rate home?,positive
1114,FOOD#QUALITY,I have never had cheescake like this.,positive
1115,FOOD#QUALITY,I thought I had died and gone to heaven.,positive
1116,RESTAURANT#GENERAL,"Great spot, whether looking for a couple of drinks or quiet dinner.",positive
1117,AMBIENCE#GENERAL,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,positive
1118,FOOD#QUALITY,The food is great and they have a good selecion of wines at reasonable prices.,positive
1119,RESTAURANT#GENERAL,Have been several times and it never dissapoints.,positive
1120,,"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.",
1121,RESTAURANT#GENERAL,We were less than impressed.,negative
1122,AMBIENCE#GENERAL,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",positive
1123,FOOD#QUALITY,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",negative
1124,RESTAURANT#GENERAL,Probably would not go again...,negative
1125,FOOD#QUALITY,"i've been to sapphire twice and both times the food was fine, if not good.",positive
1126,FOOD#QUALITY,"stick with the chicken, beef, and lamb dishes.",positive
1127,,i don't usually order wine with indian so i can't comment on their wine list or their wines.,
1128,,instead ordered an ice cold beer which to me works with indian.,
1129,SERVICE#GENERAL,"service is friendly, and never had a problem walking in and getting a table.",positive
1130,,i would recommend reservations on weekends though.,
1131,FOOD#QUALITY,skip dessert.,negative
1132,FOOD#QUALITY,Best Reuben sandwich ever!,positive
1133,FOOD#QUALITY,A classic!,positive
1134,RESTAURANT#GENERAL,Don't miss Bloom's on your next trip to Manhatten.,positive
1135,RESTAURANT#MISCELLANEOUS,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",positive
1136,RESTAURANT#GENERAL,Thanks Bloom's for a lovely trip.,positive
1137,,"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.",
1138,FOOD#QUALITY,"The food was not fresh, the sauces were bland and very oily.",negative
1139,FOOD#QUALITY,It just wasn't Thai.,negative
1140,,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,
1141,FOOD#QUALITY,Was surprisingly disappointed.,negative
1142,FOOD#QUALITY,Pizza was a little soggy.,negative
1143,FOOD#QUALITY,Ravioli was good...but I have to say that I found everything a bit overpriced.,positive
1144,DRINKS#STYLE_OPTIONS,Not enough wines by the glass either.,negative
1145,SERVICE#GENERAL,"Service, however, was excellent...and I liked the setting/atmosphere a lot.",positive
1146,FOOD#QUALITY,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",neutral
1147,RESTAURANT#PRICES,This place is a great bargain.,positive
1148,FOOD#QUALITY,Authentic Pakistani food.,positive
1149,SERVICE#GENERAL,People are always friendly.,positive
1150,,Don't waste money on decor.,
1151,FOOD#QUALITY,"Just straight up cheap, good food.",positive
1152,RESTAURANT#GENERAL,Faan is sooo good.,positive
1153,FOOD#QUALITY,The best pad thai i've ever had.,positive
1154,AMBIENCE#GENERAL,The design and atmosphere is just as good.,positive
1155,DRINKS#PRICES,bottles of wine are cheap and good.,positive
1156,RESTAURANT#GENERAL,What more could you want?,positive
1157,FOOD#QUALITY,The food was actually aweful.,negative
1158,FOOD#QUALITY,I'm not picky - but it was actually gross.,negative
1159,FOOD#QUALITY,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",negative
1160,AMBIENCE#GENERAL,"Nice atmosphere, the service was very pleasant and the desert was good.",positive
1161,RESTAURANT#GENERAL,Wouldn't recomend it for dinner!,negative
1162,RESTAURANT#MISCELLANEOUS,This is the perfect date spot for Williamsburg couples.,positive
1163,AMBIENCE#GENERAL,The jukebox plays everything from Italian Opera to The Strokes.,positive
1164,FOOD#QUALITY,"The food is amazing, rich pastas and fresh doughy pizza.",positive
1165,AMBIENCE#GENERAL,"Best of all is the warm vibe, the owner is super friendly and service is fast.",positive
1166,RESTAURANT#MISCELLANEOUS,"If only they delivered, they'd make a mint!",neutral
1167,DRINKS#QUALITY,go here for the drinks!,positive
1168,,esp. during happy hour!,
1169,,enough said!,
1170,DRINKS#QUALITY,the drinks are amazing and half off till 8pm.,positive
1171,SERVICE#GENERAL,"Ask for Usha, the nicest bartender in manhattan.",positive
1172,DRINKS#QUALITY,My fav was the sassy lassi...,positive
1173,FOOD#QUALITY,This is an amazing place to try some roti rolls.,positive
1174,FOOD#QUALITY,I really recommend the very simple Unda (Egg) rolls.,positive
1175,FOOD#QUALITY,"Delicate spices, onions, eggs and a kick-ass roti.",positive
1176,FOOD#QUALITY,Amazing!,positive
1177,AMBIENCE#GENERAL,"Toons has recently been redone, so it's now a very attractive space.",positive
1178,FOOD#QUALITY,The food's as good as ever.,positive
1179,FOOD#QUALITY,"In an area sadly lacking in decent Thai food, this is one of the best spots.",positive
1180,AMBIENCE#GENERAL,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",positive
1181,FOOD#STYLE_OPTIONS,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",neutral
1182,,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",
1183,RESTAURANT#GENERAL,Can't wait to go back.,positive
1184,FOOD#QUALITY,Best drumsticks over rice and sour spicy soup in town!,positive
1185,FOOD#QUALITY,Beef noodle soup is good as well.,positive
1186,SERVICE#GENERAL,The service is good and the resturant is clean.,positive
1187,FOOD#QUALITY,Best Taiwanese food in NY!,positive
1188,RESTAURANT#GENERAL,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,positive
1189,RESTAURANT#MISCELLANEOUS,"For those that go once and don't enjoy it, all I can say is that they just don't get it.",positive
1190,SERVICE#GENERAL,Rao's has the best service and atmosphere in NYC.,positive
1191,RESTAURANT#MISCELLANEOUS,Good luck getting a table.,negative
1192,RESTAURANT#GENERAL,My roommate and I LOVE this place.,positive
1193,AMBIENCE#GENERAL,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",positive
1194,AMBIENCE#GENERAL,Indoor was very cozy and cute.,positive
1195,FOOD#STYLE_OPTIONS,"The portion sizes here are huge, and the sushi is good.",positive
1196,,"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",
1197,SERVICE#GENERAL,Staff is very accomodating.,positive
1198,FOOD#QUALITY,"Excellent dumplings served amid clean, chic decor.",positive
1199,FOOD#QUALITY,"I got the $10 10-piece dim sum combo, every bite of which was great.",positive
1200,FOOD#PRICES,But $1 for each small piece???,negative
1201,FOOD#PRICES,Not worth it.,negative
1202,RESTAURANT#PRICES,I won't go back unless someone else is footing the bill.,negative
1203,,I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,
1204,AMBIENCE#GENERAL,The decor is very simple but comfortable.,positive
1205,FOOD#QUALITY,The food was delicious but do not come here on a empty stomach.,positive
1206,FOOD#STYLE_OPTIONS,The portions are small but being that the food was so good makes up for that.,negative
1207,FOOD#QUALITY,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,positive
1208,SERVICE#GENERAL,The staff there is very attentive and down to earth.,positive
1209,RESTAURANT#GENERAL,I loved it and would go again.,positive
1210,FOOD#QUALITY,Great Indian food and the service is incredible.,positive
1211,SERVICE#GENERAL,The owner truly caters to all your needs.,positive
1212,SERVICE#GENERAL,"When family came in he gave them apps to test their palets, and then ordered for them.",positive
1213,SERVICE#GENERAL,Everyone was more then happy with his choices.,positive
1214,FOOD#QUALITY,Great food and the prices are very reasonable.,positive
1215,,"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.",
1216,FOOD#QUALITY,The food here does a great service to the name (Cantonese that is...).,positive
1217,FOOD#QUALITY,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,positive
1218,FOOD#QUALITY,This dish is my favorite and I always get it when I go there and never get tired of it.,positive
1219,FOOD#QUALITY,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",positive
1220,FOOD#QUALITY,Simply some good tasting Chinese food at incredible prices...,positive
1221,SERVICE#GENERAL,Service is not what you are coming here for...,negative
1222,,Just make sure my ice water is kept full and my tea kettle filled with piping hot tea and that's all the service I need...,
1223,RESTAURANT#GENERAL,Big Wong is a great place to eat and fill your stomach.,positive
1224,,this place... we stumbled upon it on labor day weekend.,
1225,AMBIENCE#GENERAL,"whoever the jazz duo was, they were on POINT.",positive
1226,AMBIENCE#GENERAL,"good music, great food, speedy service affordable prices.",positive
1227,DRINKS#QUALITY,even the wine by the glass was good.,positive
1228,LOCATION#GENERAL,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",negative
1229,FOOD#QUALITY,Consistently good Japanese Tapas.,positive
1230,,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",
1231,DRINKS#QUALITY,Always good drinks and service is pretty good;,positive
1232,AMBIENCE#GENERAL,Atmosphere is nice and relaxed too...,positive
1233,RESTAURANT#MISCELLANEOUS,A great place to meet up for some food and drinks...,positive
1234,FOOD#QUALITY,Yakitori (bbq meats) is tasty too.,positive
1235,,"It's also attached to Angel's Share, which is a cool, more romantic bar...",
1236,,Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,
1237,FOOD#QUALITY,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",negative
1238,FOOD#PRICES,Price and quality of fish alone will keep us from making a return visit.,negative
1239,FOOD#QUALITY,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,negative
1240,RESTAURANT#GENERAL,No thanks!!!,negative
1241,RESTAURANT#GENERAL,"This place, which is only a few months old, is perhaps Queens' biggest secret!",positive
1242,AMBIENCE#GENERAL,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",positive
1243,SERVICE#GENERAL,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,negative
1244,SERVICE#GENERAL,We were then shooed inside.,negative
1245,SERVICE#GENERAL,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",negative
1246,RESTAURANT#GENERAL,"We left, never to return.",negative
1247,FOOD#PRICES,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",negative
1248,SERVICE#GENERAL,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,negative
1249,,If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.,
1250,,"Great bagels, spreads and a good place to hang out in.",
1251,,You fellas above says its the best Taiwanese restaurant in town.,
1252,,However it is the ONLY Taiwanese restaurant in town.,
1253,FOOD#QUALITY,The food is okay and the prices here are mediocre.,neutral
1254,,You can't say its cheap because food is cheaper in Chinatown.,
1255,,"They're are better Taiwanese restaurants and they are located in Flushing, Queens.",
1256,FOOD#QUALITY,Baluchi's has solid food and a nice decor at reasonable prices.,positive
1257,SERVICE#GENERAL,The only problem is that the manager is a complete incompetent.,negative
1258,SERVICE#GENERAL,He offers subpar service and has no personality.,negative
1259,SERVICE#GENERAL,"In fact, it appears he is going to go postal at any moment.",negative
1260,,Skip this location and go to the one in Soho.,
1261,SERVICE#GENERAL,There is no excuse for such lousy service!,negative
1262,FOOD#QUALITY,I have never before eaten 40 pieces of relatively good nigiri.,neutral
1263,,Stuffing yourself with Japanese food is a rare thing.,
1264,FOOD#STYLE_OPTIONS,You can do it here.,positive
1265,FOOD#PRICES,$20 for all you can eat sushi cannot be beaten.,positive
1266,RESTAURANT#GENERAL,"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",positive
1267,,"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",
1268,SERVICE#GENERAL,"Most of the servers are very attentive, friendly and quite attractive.",positive
1269,,"The atmosphere was mostly of an older crowd, but there were a few groups of mid 20's/30 year olds also.",
1270,AMBIENCE#GENERAL,"The vibe is very relaxed and cozy, service was great and the food was excellent!",positive
1271,RESTAURANT#GENERAL,Me and my girls will definitely go back.,positive
1272,FOOD#QUALITY,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,positive
1273,LOCATION#GENERAL,I would highly recommand requesting a table by the window.,positive
1274,SERVICE#GENERAL,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,positive
1275,,"I've eaten at Pizza Gruppo a few times, but more often I order delivery.",
1276,FOOD#QUALITY,The food is great.,positive
1277,FOOD#STYLE_OPTIONS,Personal pans are the perfect size for those hungry nights.,positive
1278,RESTAURANT#GENERAL,I heartily recommend.,positive
1279,SERVICE#GENERAL,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,negative
1280,SERVICE#GENERAL,Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,negative
1281,,"Hey, I think $2+ for a 5 block walk ain't bad.",
1282,AMBIENCE#GENERAL,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",positive
1283,FOOD#QUALITY,The pizza was pretty good and huge.,positive
1284,RESTAURANT#PRICES,The price very reasonable.,positive
1285,FOOD#STYLE_OPTIONS,We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,positive
1286,,We got most of it back at home with us.,
1287,FOOD#QUALITY,I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,negative
1288,FOOD#QUALITY,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",negative
1289,,"No, really.",
1290,,I have eaten a lot of pizza here.,
1291,FOOD#QUALITY,"La Rosa waltzes in, and I think they are doing it the best.",positive
1292,DRINKS#QUALITY,"Interesting selection, good wines, service fine, fun decor.",positive
1293,,I have been twice to this restaurant.,
1294,RESTAURANT#GENERAL,I love it.,positive
1295,RESTAURANT#GENERAL,I plan on stopping by next week as well.,positive
1296,RESTAURANT#MISCELLANEOUS,"I found it on a cold night, the perfect spot to warm up.",positive
1297,SERVICE#GENERAL,I recieved prompt service with a smile.,positive
1298,AMBIENCE#GENERAL,"To me it exemplifies Soho, cute, artsy, interesting.",positive
1299,RESTAURANT#GENERAL,Definately check it out!!!,positive
1300,RESTAURANT#GENERAL,This place blew me away...by far my new favorite restaurant on the uppereast side.,positive
1301,DRINKS#STYLE_OPTIONS,The wine list is extensive and impressive.,positive
1302,AMBIENCE#GENERAL,LOVE the atmosphere - felt like I was in Paris.,positive
1303,FOOD#QUALITY,The mussels were fantastic and so was the dessert...definitely going to be back very soon.,positive
1304,,I just read Mocaramel's review and felt compelled to respond.,
1305,SERVICE#GENERAL,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,positive
1306,SERVICE#GENERAL,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",positive
1307,AMBIENCE#GENERAL,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",positive
1308,RESTAURANT#GENERAL,I lOVE THIS PLACE!,positive
1309,RESTAURANT#GENERAL,Keep up the good work guys!,positive
1310,,My girlfiends and I ate at O.G. again last night.,
1311,FOOD#QUALITY,I have to say I have never had a disapointing meal here.,positive
1312,FOOD#QUALITY,We could have made a meal of the yummy dumplings from the dumpling menu.,positive
1313,FOOD#QUALITY,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",positive
1314,,We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,
