,aspect,document,sentiment
1568,FOOD#QUALITY,Sushi experience was unbelievable with my fiance.,positive
1569,RESTAURANT#GENERAL,Try it!,positive
1570,RESTAURANT#GENERAL,Very pleased,positive
1571,FOOD#QUALITY,Good creative rolls!,positive
1572,RESTAURANT#MISCELLANEOUS,"Yamato is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much.",positive
1573,FOOD#QUALITY,"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",positive
1574,FOOD#QUALITY,"One special roll and one regular roll is enough to fill you up, but save room for dessert!",positive
1575,FOOD#QUALITY,"They have a delicious banana chocolate dessert, as well as a great green tea tempura.",positive
1576,FOOD#QUALITY,The appetizers are also delicious!,positive
1577,FOOD#QUALITY,Amazing food.,positive
1578,AMBIENCE#GENERAL,Mazing interior.,negative
1579,FOOD#QUALITY,Great food!,positive
1580,FOOD#QUALITY,I've had my fair share of modern Japanese and this spot delivers.,positive
1581,AMBIENCE#GENERAL,"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",negative
1582,AMBIENCE#GENERAL,"If you're into being lost when you're just five feet from your table then hey, that's a good thing.",negative
1583,FOOD#QUALITY,Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.,positive
1584,,Another review here claimed the pre-fix was $29/per person including sake but it is $55 per person not including sake.,
1585,FOOD#QUALITY,"Indo Chinese food, pretty good...",positive
1586,AMBIENCE#GENERAL,Not a very fancy place but very good Chinese style Indian food.,neutral
1587,FOOD#QUALITY,"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",positive
1588,FOOD#QUALITY,"My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.",negative
1589,RESTAURANT#GENERAL,Still we keep going back :),positive
1590,FOOD#QUALITY,I was speechless by the horrible food.,negative
1591,FOOD#QUALITY,"I attended a holiday dinner at the restaurant, and the food was majorly disappointing.",negative
1592,,"Rather than eating the meat entree being offered, I requested a vegetarian dish.",
1593,SERVICE#GENERAL,"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",negative
1594,RESTAURANT#GENERAL,"I was so stunned, and I left the dinner hungry and majorly disappointing.",negative
1595,RESTAURANT#MISCELLANEOUS,This place survives on reputation alone.,negative
1596,RESTAURANT#GENERAL,I will NEVER return.,negative
1597,RESTAURANT#GENERAL,Best In ALL of NYC,positive
1598,RESTAURANT#GENERAL,"This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...",positive
1599,FOOD#QUALITY,"for 7 years they have put out the most tasty, most delicious food and kept it that way...",positive
1600,RESTAURANT#GENERAL,"never swaying, never a bad meal, never bad service...",positive
1601,,I'm telling you...,
1602,RESTAURANT#GENERAL,you should travel from the Bronx to try it...,positive
1603,FOOD#QUALITY,"great food, great wine list, great service in a great neighborhood...",positive
1604,FOOD#QUALITY,so delicious!!!!!!,positive
1605,RESTAURANT#GENERAL,Patsy's Pizza = true love,positive
1606,FOOD#QUALITY,Hands down the best pizza on the planet.,positive
1607,,My bf and I go to the walk-up counter and order a pie.,
1608,FOOD#QUALITY,"In about 12 minutes, the thing is gone.",positive
1609,,Need I say more?,
1610,FOOD#QUALITY,great hot dogs..,positive
1611,FOOD#QUALITY,the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,positive
1612,FOOD#QUALITY,great toppings definitely a place you need to check out for late night munchies or a mid day boost!,positive
1613,FOOD#QUALITY,great taste,positive
1614,FOOD#QUALITY,"Great, original taste.",positive
1615,FOOD#QUALITY,"For me dishes a little oily, but overall dining experience good.",negative
1616,SERVICE#GENERAL,Helpful service and average price per dish $10.,positive
1617,AMBIENCE#GENERAL,The only thing that strikes you is the decor?(not very pleasant).,negative
1618,FOOD#QUALITY,great food,positive
1619,FOOD#QUALITY,This place has great indian chinese food.,positive
1620,FOOD#QUALITY,The flavors are amazing and the value is phenomenal.,positive
1621,RESTAURANT#MISCELLANEOUS,"Be prepared to wait, because the place is pretty tiny.",negative
1622,RESTAURANT#MISCELLANEOUS,"Also, they do not take credit card so come with cash!",neutral
1623,AMBIENCE#GENERAL,"Even though the place is not beautiful, the food speaks for itself.",negative
1624,FOOD#QUALITY,"Best Indian Chinese in the city, by far!",positive
1625,RESTAURANT#GENERAL,AMAZING MY FAVORITE!!!,positive
1626,,I have been living in NYC for bit now and I have to say I love to go out and explore the scene.,
1627,RESTAURANT#GENERAL,"I came across Village Underground by accident, now I go there all the time.",positive
1628,DRINKS#QUALITY,The martinis are amazing and very fairly priced.,positive
1629,SERVICE#GENERAL,"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.",positive
1630,AMBIENCE#GENERAL,"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.",positive
1631,SERVICE#GENERAL,You can get a table without a reservation if you get there early I they don't make you by bottles.,positive
1632,SERVICE#GENERAL,Which lets face it....at times it's a good thing.,positive
1633,RESTAURANT#PRICES,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,positive
1634,RESTAURANT#GENERAL,Highly recommended!,positive
1635,RESTAURANT#GENERAL,"One of the best, if not THE best, restaurants in Park Slope (and NY in general)",positive
1636,FOOD#QUALITY,Everything on the menu is great.,positive
1637,RESTAURANT#GENERAL,This establishment is the real deal.,positive
1638,AMBIENCE#GENERAL,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",positive
1639,,"There is ""Expensive-but-worth-it"" and there is ""Expensive-and-WTF""?",
1640,,This is a twenty-something guy that doesn't mind laying down $300 for a fine and delicious meal for 2 on special occassions.,
1641,FOOD#PRICES,But $500 for a dinner for two that didn't include Wine?,negative
1642,,Are you freaking kidding me?,
1643,FOOD#QUALITY,"Look, the appetizers were really good.",positive
1644,FOOD#QUALITY,The entree was also very good.,positive
1645,FOOD#PRICES,"Can't argue about that, but they are clearly over priced.",negative
1646,AMBIENCE#GENERAL,What you are paying for is the environment and the name.,neutral
1647,AMBIENCE#GENERAL,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",positive
1648,,$500 included:,
1649,,Drinks: 2 glasses of Dom Perignon at $35 each.,
1650,,Starters: Kobe Beef Sashimi.,
1651,FOOD#QUALITY,Which of course is not real Kobe but Wagyu beef.,negative
1652,RESTAURANT#MISCELLANEOUS,Surprised that a place of this caliber would advertise it as Kobe.,negative
1653,,A beef Consomme.,
1654,,Entrees: Vanison steak and Bison Steak.,
1655,FOOD#QUALITY,Vanison was good but not amazing.,neutral
1656,FOOD#QUALITY,Bison was quite excellent however.,positive
1657,FOOD#QUALITY,Dessert: pure disaster.,negative
1658,FOOD#QUALITY,Just not good at all.,negative
1659,FOOD#STYLE_OPTIONS,Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,negative
1660,RESTAURANT#PRICES,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",negative
1661,,I was wrong.,
1662,RESTAURANT#MISCELLANEOUS,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",neutral
1663,RESTAURANT#GENERAL,"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",negative
1664,FOOD#QUALITY,"All in all, the food was great (except for the dessserts).",positive
1665,AMBIENCE#GENERAL,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,neutral
1666,FOOD#QUALITY,"If you are going for the food, it will not be worth it.",negative
1667,,"Yes, it is good, but I've had better for cheaper.",
1668,SERVICE#GENERAL,"You would think they would make up for it with service, sadly, no.",negative
1669,SERVICE#GENERAL,"Service was just ok, it is not what you'd expect for $500.",negative
1670,RESTAURANT#GENERAL,Terrible Waste of money.. scammers,negative
1671,RESTAURANT#GENERAL,I agree that dining at Casa La Femme is like no other dining experience!,negative
1672,,BUT not in a good way.,
1673,RESTAURANT#GENERAL,I am actually offended to have spent so much money on such a bad experience.,negative
1674,RESTAURANT#GENERAL,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,negative
1675,,We went to celebrate two birthdays and wanted to do something special and different.,
1676,RESTAURANT#GENERAL,"Our visit their to say the least, was an unpleasant and costly experience!",negative
1677,RESTAURANT#GENERAL,And even more so unpleasant because it was so costly for such an unpleasant experience.,negative
1678,SERVICE#GENERAL,We did arrive late for our reservation so I can not complain too much about the wait for a table.,neutral
1679,SERVICE#GENERAL,Although we were told 10-15 minutes and it was more like 45 minutes.,negative
1680,RESTAURANT#GENERAL,We were ushered to the bar to wait momentarily and upon arrival were so excited.,positive
1681,AMBIENCE#GENERAL,The place is beautiful!,positive
1682,SERVICE#GENERAL,The hostess was very pleasant.,positive
1683,DRINKS#QUALITY,"However, our $14 drinks were were horrible!",negative
1684,SERVICE#GENERAL,"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!",negative
1685,,"Since we were already waiting so long, we felt we had no other choice but to accept it.",
1686,RESTAURANT#GENERAL,Our experience did not ever get any better.,negative
1687,SERVICE#GENERAL,For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,negative
1688,SERVICE#GENERAL,We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,negative
1689,SERVICE#GENERAL,After the 4th time i asked again and the waiter than said after our dinner.,negative
1690,SERVICE#GENERAL,We asked for beverages and never received them.,negative
1691,SERVICE#GENERAL,We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,negative
1692,FOOD#QUALITY,My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,negative
1693,FOOD#QUALITY,I would not expect this for a $55 dinner.,negative
1694,SERVICE#GENERAL,By the time we finished our dinner we still had not received one beverage NOR hooka!,negative
1695,SERVICE#GENERAL,What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,negative
1696,SERVICE#GENERAL,The only beverage we did receive was water in dirty glasses!,negative
1697,SERVICE#GENERAL,To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,negative
1698,FOOD#QUALITY,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",negative
1699,FOOD#QUALITY,If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,negative
1700,RESTAURANT#GENERAL,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",negative
1701,RESTAURANT#GENERAL,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,negative
1702,RESTAURANT#GENERAL,I wish I COULD be refunded!,negative
1703,RESTAURANT#MISCELLANEOUS,Don't go with a larger group than 4!,negative
1704,,I went here for a family birthday dinner.,
1705,,Five of us walked in at approximately 6:20 on a Thursday evening.,
1706,,"The hostess said ""Wow that's a large group, unless you aren't together"", to which I replied ""no we are, and there will be one more, so a table for six please.""",
1707,SERVICE#GENERAL,"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",positive
1708,FOOD#STYLE_OPTIONS,The menu is fairly simple without much descriptions.,neutral
1709,DRINKS#STYLE_OPTIONS,"There was no tap beer that evening, which was a disappointment.",negative
1710,DRINKS#STYLE_OPTIONS,"Not much of a selection of bottled beer either, we went with Brahma.",negative
1711,FOOD#QUALITY,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each).,positive
1712,FOOD#STYLE_OPTIONS,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",neutral
1713,FOOD#STYLE_OPTIONS,"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer.",negative
1714,,After we ate our appetizers (which took all of 8 minutes) we ordered another round of Brahma's - and tried to stall a little as we waited for our sixth dinner member.,
1715,,The waitress appeared and asked us if we wanted to go ahead and order.,
1716,,We replied that we would like to wait 5 more minutes if that was okay.,
1717,SERVICE#GENERAL,"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded.""",negative
1718,,"We called the other person who was very close by, and she told us to order for her, so we did.",
1719,SERVICE#GENERAL,The food arrived in about 15 minutes.,neutral
1720,FOOD#QUALITY,I had the Thai style Fried Sea Bass...which was very good.,positive
1721,FOOD#QUALITY,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice!",positive
1722,FOOD#QUALITY,I heard the lobster roll was excellent.,positive
1723,SERVICE#GENERAL,"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand).",negative
1724,FOOD#QUALITY,"All in all the food was good - a little on the expensive side, but fresh.",positive
1725,SERVICE#GENERAL,"Service not the friendliest to our ""large party""!",negative
1726,RESTAURANT#GENERAL,Probably would not go back here.,negative
1727,FOOD#QUALITY,Great Indian food,positive
1728,,"I lived on 50th st, and wanted Indian one day so decided to check this place out.",
1729,FOOD#QUALITY,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",positive
1730,FOOD#STYLE_OPTIONS,"Very ""normal Indian food"", but done really well.",neutral
1731,RESTAURANT#GENERAL,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",positive
1732,SERVICE#GENERAL,"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",negative
1733,SERVICE#GENERAL,I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,negative
1734,FOOD#QUALITY,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",positive
1735,RESTAURANT#GENERAL,One of the BEST,positive
1736,RESTAURANT#GENERAL,"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""",positive
1737,,My GF and I dine at Bukhara often as she lives near it.,
1738,FOOD#PRICES,The lunch buffet is expensive but is deff worth it.,negative
1739,,We go often for lunch and the place is packed.,
1740,SERVICE#GENERAL,We have gone for dinner only a few times but the same great quality and service is given.,positive
1741,RESTAURANT#GENERAL,Bukhara is on my top 5 Indian places in NYC,positive
1742,RESTAURANT#GENERAL,Wretched and retching,negative
1743,,This will be only the third online review I have ever made about a restaurant in my life.,
1744,,They have all been tonight and they have all been about the same restaurant.,
1745,FOOD#QUALITY,I have never been so disgusted by both food an service.,negative
1746,SERVICE#GENERAL,For starters they delivered us someone else's order.,negative
1747,,"Fine, I wont hang you for that.",
1748,FOOD#QUALITY,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",negative
1749,,"Not one to jump to complaints (hence my lack of previous online reviewing), I called the restaurant to give them a heads up that their kitchen might want to check the cleanliness of their prep stations.",
1750,FOOD#QUALITY,"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",negative
1751,SERVICE#GENERAL,None was made so i hung up.,negative
1752,FOOD#QUALITY,Less than three minutes passed before I found myself doubled over the toilet.,negative
1753,FOOD#QUALITY,"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",negative
1754,,"Not only have I worked in restaurants for many years, I am now in culinary school, I am a huge lover of oysters and fish, and my girlfriend is half Korean!",
1755,,We know the difference between and oyster and bad fish.,
1756,RESTAURANT#GENERAL,"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.",negative
1757,FOOD#QUALITY,Eat at your own risk.,negative
1758,AMBIENCE#GENERAL,Gorgeous place ideal for a romantic dinner,positive
1759,,I took my boyfriend for a dinner on saturday night.,
1760,FOOD#QUALITY,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,positive
1761,SERVICE#GENERAL,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,positive
1762,RESTAURANT#MISCELLANEOUS,I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.,positive
1763,RESTAURANT#GENERAL,More Williamsburg Garbage,negative
1764,,My wife and I visited Dokebi tonight.,
1765,,We ordered dosut bibimbap and nakgi-bokum.,
1766,SERVICE#GENERAL,The dishes came out around 5 minutes apart.,negative
1767,FOOD#QUALITY,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",neutral
1768,FOOD#PRICES,Too bad I had paid an extra $2 for the stone bowl.,negative
1769,FOOD#QUALITY,The nakgi-bokum was horrible.,negative
1770,FOOD#QUALITY,Easily the worst stir-fried squid I've ever tasted.,negative
1771,FOOD#QUALITY,The sauce tasted more like Chinese fast food than decent Korean.,negative
1772,FOOD#QUALITY,"The side dishes were passable, and I did get a refill upon request.",neutral
1773,SERVICE#GENERAL,The real problem I had with this place was the complete lack of service.,negative
1774,,I mentioned the squid dish wasn't very good when the waitress visited.,
1775,SERVICE#GENERAL,She just nodded and walked off.,negative
1776,,"There were no communications issues either, as she spoke perfect English.",
1777,SERVICE#GENERAL,"As to my comment about the food, no apology or acknowledgment was made.",negative
1778,FOOD#QUALITY,My wife had barely touched that mess of a dish.,negative
1779,SERVICE#GENERAL,We were charged full price.,negative
1780,,"If you ware looking for Korean fusion, I suggest you try some of the places in the East Village.",
1781,,"Authentic Korean food lovers should visit 32nd Street, of course.",
1782,RESTAURANT#GENERAL,Lives up to the hype,positive
1783,,We've lived around the corner from this place for over a year and finally had dinner there.,
1784,RESTAURANT#MISCELLANEOUS,We've tried before but it always packed and doesn't take reservations.,neutral
1785,RESTAURANT#GENERAL,It was well worth the wait.,positive
1786,FOOD#QUALITY,The wife had the risotto which was amazing.,positive
1787,FOOD#STYLE_OPTIONS,"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",negative
1788,FOOD#QUALITY,The farro salad and the mashed yukon potatoes were also extremely tasty.,positive
1789,RESTAURANT#GENERAL,i love margherita pizza – i looove east village pizza,positive
1790,RESTAURANT#GENERAL,"Love this place, every time we are in the city this is one of the places we always go.",positive
1791,FOOD#QUALITY,A quintessential slice of NYC pizza.,neutral
1792,FOOD#QUALITY,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",positive
1793,FOOD#QUALITY,"Personally I like the margherita pizza better, but they are all good.",positive
1794,AMBIENCE#GENERAL,Possibly the Most Romantic Restaurant in the City,positive
1795,RESTAURANT#GENERAL,"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",positive
1796,LOCATION#GENERAL,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",neutral
1797,AMBIENCE#GENERAL,"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",positive
1798,AMBIENCE#GENERAL,It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,positive
1799,FOOD#PRICES,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",positive
1800,,I never used to be a fan of sakes but am lately experimenting with it a lot more and am acquiring a better taste of it.,
1801,FOOD#QUALITY,We started off with a delightful sashimi amuse bouche.,positive
1802,,Our first course was Tuna Sashimi with Green Yuzu Sauce.,
1803,FOOD#QUALITY,"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",positive
1804,,The entrees were served with miso soup and rice.,
1805,DRINKS#QUALITY,The sake’s complimented the courses very well and is successfully easing me into the sake world.,positive
1806,FOOD#QUALITY,"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",neutral
1807,RESTAURANT#GENERAL,"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",positive
1808,RESTAURANT#GENERAL,"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",positive
1809,RESTAURANT#GENERAL,Terrible would be a compliment!,negative
1810,SERVICE#GENERAL,"The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.",negative
1811,,"We were 10 people celebrtating a birthday, we sat in the tent.",
1812,SERVICE#GENERAL,We paid a fixed pricce but got nothing!!,negative
1813,SERVICE#GENERAL,We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.,negative
1814,SERVICE#GENERAL,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",negative
1815,RESTAURANT#GENERAL,Stay away,negative
1816,FOOD#QUALITY,Great Shabu Shabu,positive
1817,,"I go here at least once every other week, particularly when it's cold!",
1818,RESTAURANT#GENERAL,I love it.,positive
1819,,To be honest we only ever eat the Shabu Shabu.,
1820,FOOD#QUALITY,I tried a couple other dishes but wasn't too impressed.,neutral
1821,FOOD#QUALITY,"But for the Shabu Shabu, you won't find much better in NY.",positive
1822,,In fact there is only one I've tried that even compares (shabu Tatsu) and even then I prefer Dokebi.,
1823,FOOD#QUALITY,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",positive
1824,FOOD#QUALITY,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,positive
1825,FOOD#QUALITY,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",positive
1826,LOCATION#GENERAL,Restaurant with a view,neutral
1827,,Celebrated my fathers birthday here.,
1828,FOOD#QUALITY,The food tasted very good.,positive
1829,FOOD#QUALITY,The family seafood entree was very good.,positive
1830,FOOD#QUALITY,The main entree was also very good.,positive
1831,,We order a bit of everything on the menu.,
1832,FOOD#QUALITY,"Price is high but the food is good, so I would come back again.",positive
1833,RESTAURANT#GENERAL,This place doesn't make any sense,negative
1834,RESTAURANT#GENERAL,Just want to warn you all - don't waste your time and money.,negative
1835,AMBIENCE#GENERAL,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",negative
1836,AMBIENCE#GENERAL,This place is not inviting and the food is totally weird.,negative
1837,FOOD#STYLE_OPTIONS,The concept of japanese tapas is newly created and clearly doesn't work.,negative
1838,FOOD#QUALITY,"The food they serve is not comforting, not appetizing and uncooked.",negative
1839,,Go to japanese sushi place or Spanish tapas place - this creation in Williamsburg is a misstake.,
1840,FOOD#QUALITY,Good Food,positive
1841,,I went here with my boyfriend for our anniversary.,
1842,FOOD#QUALITY,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",positive
1843,RESTAURANT#GENERAL,Over all it was a very nice romantic place .,positive
1844,,I would recommend to ask for a bigger sitting area when you make a reservation (if possible),
1845,RESTAURANT#GENERAL,Loved it,positive
1846,RESTAURANT#GENERAL,A coworker and I tried Pacifico after work a few Fridays and loved it.,positive
1847,AMBIENCE#GENERAL,The atmosphere was great.,positive
1848,FOOD#QUALITY,"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",positive
1849,SERVICE#GENERAL,"Our waitress wasn't mean, but not especially warm or attentive either.",neutral
1850,RESTAURANT#GENERAL,"I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.",positive
1851,,Maybe it has improved since then?,
1852,AMBIENCE#GENERAL,"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",positive
1853,RESTAURANT#GENERAL,Dumbfoundingly Poor,negative
1854,RESTAURANT#GENERAL,"This was, from start to finish, a mind-bogglingly uncomfortable experience.",negative
1855,SERVICE#GENERAL,Lexicographers take note: a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn.,negative
1856,SERVICE#GENERAL,The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,negative
1857,SERVICE#GENERAL,Polite acknowledgement is out;,negative
1858,SERVICE#GENERAL,supercilious scorn is in.,negative
1859,SERVICE#GENERAL,"And how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent?",negative
1860,SERVICE#GENERAL,"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",negative
1861,FOOD#QUALITY,"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",positive
1862,AMBIENCE#GENERAL,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",positive
1863,RESTAURANT#PRICES,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",negative
1864,RESTAURANT#GENERAL,"On that scale, it's a world-beater.",negative
1865,RESTAURANT#GENERAL,How is this palce still open?,negative
1866,RESTAURANT#GENERAL,I honestly don't even know where to begin.,negative
1867,,"My boyfriend and I are avid restaurant goers, and we are always on the lookout for new places and our friend had recommended Flatbush Farms.",
1868,SERVICE#GENERAL,"We arrived and were seated immediately, which made us both happy.",positive
1869,,"We ordered our appetizers, I ordered the chicken and my boyfriend the salmon.",
1870,RESTAURANT#GENERAL,Everything was going good until we got our meals.,positive
1871,FOOD#STYLE_OPTIONS,I took one look at the chicken and I was appalled.,negative
1872,FOOD#STYLE_OPTIONS,"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",negative
1873,,"My boyfriend asked me if I wanted to switch and eat his salmon instead, while he de-skinned the chicken so that I could enjoy the white meat.",
1874,FOOD#QUALITY,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",negative
1875,SERVICE#GENERAL,"At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.",negative
1876,FOOD#QUALITY,"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.",negative
1877,FOOD#STYLE_OPTIONS,I couldn't even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach.,negative
1878,,I've had better chicken at BBQs!!!!,
1879,FOOD#QUALITY,So I decide to report back to the waitress because it was completely inedible.,negative
1880,SERVICE#GENERAL,"Guess what, I waited for TWENTY minutes before she came over and when she finally did, she says, ""oh well, I wish you would have said something earlier"" No apology, nothing.",negative
1881,SERVICE#GENERAL,"After that she simply took our plates, walked away, came back another TWENTY minutes later with the bill and the chicken on it!!!!!!!!!!!!",negative
1882,SERVICE#GENERAL,"No desert menu, no apology, nothing!!!!!!",negative
1883,,"I was literally going to explode, but instead, my boyfriend took the bill and went to find the manager.",
1884,SERVICE#GENERAL,"This is where it really really gets bad: the manager said, there is absolutely nothing we can do, it's a matter of taste that she didn't like it, and I cannot comp it.",negative
1885,SERVICE#GENERAL,"Again, no apology, no is there anything else I can get you, no can I get you a drink to make up for it, nothing!!!!",negative
1886,,We refused to pay for it because at this point it had nothing to do with the food anymore.,
1887,SERVICE#GENERAL,The level of rudeness was preposterous.,negative
1888,SERVICE#GENERAL,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",negative
1889,RESTAURANT#GENERAL,I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE.,negative
