,aspect,document,sentiment
1496,,"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",
1497,,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",
1498,,"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.",
1499,,"It is terrific, as is the value.",
1500,,"$6 and there is much tasty food, all of it fresh and continually refilled.",
1501,,"I am not a vegetarian but, almost all the dishes were great.",
1502,,"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",
1503,,Go hungry and enjoy.,
1504,,"I have never eaten in the restaurant, however, upon reading the reviews I got take out last week.",
1505,,IT WAS HORRIBLE.,
1506,,The pizza was delivered cold and the cheese wasn't even fully melted!,
1507,,It looked like shredded cheese partly done - still in strips.,
1508,,I have eaten at many pizza places around NYC and this is hands down the worst.,
1509,,This is the best sushi in new york city - hands down.,
1510,,The place is small and cramped but the food is fantastic.,
1511,,Get the tuna of gari.,
1512,,The one on the east side is much better than the one on the west side.,
1513,,"Great service, great food.",
1514,,Prices are in line.,
1515,,"Compared to other shabu restaurants around town, this places wins hands-down.",
1516,,But too far east!,
1517,,There are many Thai places in the city but so far Toons is #1.,
1518,,Their pad penang is delicious and everything else is fantastic.,
1519,,The price is reasonable although the service is poor.,
1520,,This place is so much fun.,
1521,,Our family never expected such incredible entertainment in a restaurant.,
1522,,This place must have cost the owners afortune to build.,
1523,,I think the stuff was better than Disney.,
1524,,Our food was great too!,
1525,,And really large portions.,
1526,,The staff was the friendliest that have seen in New York.,
1527,,We will go back every time we are in the City.,
1528,,If you want something really different than try Jekyll and Hyde.,
1529,,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,
1530,,The food was pretty tradional but it was hot and good with large portions.,
1531,,I highly recommend it.,
1532,,I am going to the mid town location next.,
1533,,"We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.",
1534,,"The freshest, best variety, and the fastest delivery.",
1535,,Also very inexpensive.,
1536,,A great choice at any cost and a great deal.,
1537,,This tiny Williamsburg spot is always pleasantly surprising.,
1538,,The pizza is delicious and the proprietor is one of the nicest in NYC.,
1539,,Even the pasta is delicious here (a rarity in New York pizza restaurants).,
1540,,I've been many time and have never been disappointed.,
1541,,"Compared to Ess-a, Tal offers a less doughy bagel!",
1542,,They even scoop it out nice (for those on a diet) not too much not to little.,
1543,,The cream cheeses are out of this world and I love that coffee!!,
1544,,A little crowded but they move that line really fast!,
1545,,A little pricey but it really hits the spot on a Sunday morning!,
1546,,I thought going to Jimmys would give me a real Domincan exprience.,
1547,,Jimmy is Dominican!,
1548,,"Well, this place is so Ghetto its not even funny.",
1549,,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,
1550,,Would NEVER go back there.,
1551,,Too bad Latin Quarters closed.,
1552,,"That place was awesome,,,  sally !",
1553,,"For authentic Thai food, look no further than Toons.",
1554,,"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).",
1555,,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",
1556,,"Do not get the Go Go Hamburgers, no matter what the reviews say.",
1557,,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,
1558,,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",
1559,,Steamed fresh so brought hot hot hot to your table.,
1560,,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",
1561,,"A few tips: skip the turnip cake, roast pork buns and egg custards.",
1562,,These are overpriced and you can get better just around the corner:,
1563,,(1) turnip cakes at the little kiosk on east side of Mott St. just south of bayard,
1564,,(2) egg custards and pork buns at either bakery on west side of Mott street just south of Canal.,
1565,,Lucky Strike is a great casual place to just grab a bite to eat.,
1566,,"Yeah the crowd can take it a bit seriously, but it shouldn't.",
1567,,"Great food, great decor, great service.",
1568,,I recommend it!,
1569,,Just ignore the trendy wannabes.,
1570,,"Out of the hundreds of Italian restaurants in Queens, this is among the best.",
1571,,The shrimp scampi was excellent and the antipasti were plentiful.,
1572,,It is expensive but well worth the money.,
1573,,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",
1574,,"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.",
1575,,"The food was not fresh, the sauces were bland and very oily.",
1576,,It just wasn't Thai.,
1577,,Consistently good Japanese Tapas.,
1578,,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",
1579,,Always good drinks and service is pretty good;,
1580,,Atmosphere is nice and relaxed too...,
1581,,A great place to meet up for some food and drinks...,
1582,,Yakitori (bbq meats) is tasty too.,
1583,,"It's also attached to Angel's Share, which is a cool, more romantic bar...",
1584,,Overpriced and not tasty,
1585,,The food here was mediocre at best.,
1586,,It was totally overpriced- fish and chips was about $15....,
1587,,There are so many other great places to go to eat and drink..... this place is not worth it...,
1588,,overpriced japanese food with mediocre service,
1589,,Went here on sat 1/26 and was disappointed.,
1590,,Chicken teriyaki had tomato or pimentos on top??,
1591,,food was luke warm.,
1592,,The waitress was not attentive at all.,
1593,,I was looking for banana tempura for dessert and they dont have.,
1594,,Too many other good places to have to settle.,
1595,,Favorite Sushi in NYC,
1596,,"I have eaten at some of the 'best' sushi joints in NYC (Nobu, Bond Street, JewelBako, etc) and Yamato is my favorite.",
1597,,"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",
1598,,"In the summer months, the back garden area is really nice.",
1599,,The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.,
1600,,"The Dancing, White River and Millenium rolls are musts.",
1601,,Gross food – Wow-,
1602,,I can't remember the last time I had such gross food in New York.,
1603,,My quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor.,
1604,,And $11 for a plate of bland guacamole?,
1605,,Come on.,
1606,,"Don't get me started on the margaritas, either.",
1607,,Mine tasted like the bartender had forgotten to add the tequila.,
1608,,"Really, I find it rather scandalous that such a crappy restaurant attracts such crowds--this, in the city of a million restaurants, at least 9/10 of which are way better than this one.",
1609,,Save your money and your time and go somewhere else.,
1610,,"Oh, and I never write reviews--I just was so moved by how bad this place was, I felt it was my duty to spread the word.",
1611,,You want to have a real hot dog in Brooklyn?,
1612,,Skip Nathan's...you can get that at the mall...go to Bark.,
1613,,"Delicious, creative and fun.",
1614,,would NOT go back.,
1615,,"Service ok but unfriendly,filthy bathroom.",
1616,,The high prices you're going to pay is for the view not for the food.,
1617,,"The bar drinks were Eh, ok to say the least.",
1618,,The stuff tilapia was horrid...tasted like cardboard.,
1619,,"We thought the dessert would be better, Wrong!",
1620,,$170 down the toilet...,
1621,,"oh speaking of bathroom , the mens bathroom was disgusting.",
1622,,"The floor was wet, the trash can filled with hand towels n all over the floor, no soap, and no hand towels left.",
1623,,Go to son cubano in edgewater nj instead.,
1624,,Impressed...,
1625,,Subtle food and service,
1626,,Noodle pudding is exactly the type of service and food I enjoy.,
1627,,"Servers are all different, Greg is my favorite.",
1628,,"Sometimes tables don't understand his sense of humor but it's refreshing to have a server who has personality, professionalism, and respects the privacy of your dinner.",
1629,,This is the first place I've been that a runner remembers my order... hope he likes his job because I have half a mind to steal him for my restaurant.,
1630,,Prices are fair across the board for both food and bev.,
1631,,"I go out to eat and like my courses, servers are patient and never rush courses or force another drink.",
1632,,Restaurants in manhattan should try to model food and service after this place.,
1633,,"There is ""Expensive-but-worth-it"" and there is ""Expensive-and-WTF""?",
1634,,This is a twenty-something guy that doesn't mind laying down $300 for a fine and delicious meal for 2 on special occassions.,
1635,,But $500 for a dinner for two that didn't include Wine?,
1636,,Are you freaking kidding me?,
1637,,"Look, the appetizers were really good.",
1638,,The entree was also very good.,
1639,,"Can't argue about that, but they are clearly over priced.",
1640,,What you are paying for is the environment and the name.,
1641,,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",
1642,,$500 included:,
1643,,Drinks: 2 glasses of Dom Perignon at $35 each.,
1644,,Starters: Kobe Beef Sashimi.,
1645,,Which of course is not real Kobe but Wagyu beef.,
1646,,Surprised that a place of this caliber would advertise it as Kobe.,
1647,,A beef Consomme.,
1648,,Entrees: Vanison steak and Bison Steak.,
1649,,Vanison was good but not amazing.,
1650,,Bison was quite excellent however.,
1651,,Dessert: pure disaster.,
1652,,Just not good at all.,
1653,,Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,
1654,,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",
1655,,I was wrong.,
1656,,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",
1657,,"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",
1658,,"All in all, the food was great (except for the dessserts).",
1659,,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,
1660,,"If you are going for the food, it will not be worth it.",
1661,,"Yes, it is good, but I've had better for cheaper.",
1662,,"You would think they would make up for it with service, sadly, no.",
1663,,"Service was just ok, it is not what you'd expect for $500.",
1664,,Great Shabu Shabu,
1665,,"I go here at least once every other week, particularly when it's cold!",
1666,,I love it.,
1667,,To be honest we only ever eat the Shabu Shabu.,
1668,,I tried a couple other dishes but wasn't too impressed.,
1669,,"But for the Shabu Shabu, you won't find much better in NY.",
1670,,In fact there is only one I've tried that even compares (shabu Tatsu) and even then I prefer Dokebi.,
1671,,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",
1672,,This place doesn't make any sense,
1673,,Just want to warn you all - don't waste your time and money.,
1674,,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",
1675,,This place is not inviting and the food is totally weird.,
1676,,The concept of japanese tapas is newly created and clearly doesn't work.,
1677,,"The food they serve is not comforting, not appetizing and uncooked.",
1678,,Go to japanese sushi place or Spanish tapas place - this creation in Williamsburg is a misstake.,
1679,,How is this palce still open?,
1680,,I honestly don't even know where to begin.,
1681,,"My boyfriend and I are avid restaurant goers, and we are always on the lookout for new places and our friend had recommended Flatbush Farms.",
1682,,"We arrived and were seated immediately, which made us both happy.",
1683,,"We ordered our appetizers, I ordered the chicken and my boyfriend the salmon.",
1684,,Everything was going good until we got our meals.,
1685,,I took one look at the chicken and I was appalled.,
1686,,"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",
1687,,"My boyfriend asked me if I wanted to switch and eat his salmon instead, while he de-skinned the chicken so that I could enjoy the white meat.",
1688,,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",
1689,,"At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.",
1690,,"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.",
1691,,I couldn't even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach.,
1692,,I've had better chicken at BBQs!!!!,
1693,,So I decide to report back to the waitress because it was completely inedible.,
1694,,"Guess what, I waited for TWENTY minutes before she came over and when she finally did, she says, ""oh well, I wish you would have said something earlier"" No apology, nothing.",
1695,,"After that she simply took our plates, walked away, came back another TWENTY minutes later with the bill and the chicken on it!!!!!!!!!!!!",
1696,,"No desert menu, no apology, nothing!!!!!!",
1697,,"I was literally going to explode, but instead, my boyfriend took the bill and went to find the manager.",
1698,,"This is where it really really gets bad: the manager said, there is absolutely nothing we can do, it's a matter of taste that she didn't like it, and I cannot comp it.",
1699,,"Again, no apology, no is there anything else I can get you, no can I get you a drink to make up for it, nothing!!!!",
1700,,We refused to pay for it because at this point it had nothing to do with the food anymore.,
1701,,The level of rudeness was preposterous.,
1702,,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",
1703,,I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE.,
1704,,THIS STAFF SHOULD BE FIRED.,
1705,,What a hassle!,
1706,,"The food is very good, but not outstanding.",
1707,,"There is no way it justifies the accolades it receives, the attitude of the staff or the wait for a table.",
1708,,"On our last visit, they skipped over our name on the list, leaving us waiting an extra hour for a table.",
1709,,"Mistakes happen, but they are usually accompanied by an apology, perhaps even a glass of wine...but not the grunt that we received from the Al Di La staff.",
1710,,"Without the wait or attitude, I would probably go back, but there are just too many other restaurants in Brooklyn that are as good or better and don't make me jump through hoops.",
1711,,Expensive,
1712,,I went there after hearing how great it was.,
1713,,Wow.,
1714,,"The bread was stale, the salad was overpriced and empty.",
1715,,"The pasta was well cooked, didn't have enough sauce though or flavor.",
1716,,I though it was expensive and I prefer Bella Via just blocks away by far.,
1717,,Baluchi's has solid food and a nice decor at reasonable prices.,
1718,,The only problem is that the manager is a complete incompetent.,
1719,,He offers subpar service and has no personality.,
1720,,"In fact, it appears he is going to go postal at any moment.",
1721,,Skip this location and go to the one in Soho.,
1722,,There is no excuse for such lousy service!,
1723,,Single Worst Restaurant in Manhattan,
1724,,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",
1725,,Moving on.,
1726,,If I could give 0 stars I would do so for this place.,
1727,,Casa La Femme is to middle eastern dining what Chuckie Cheeze is to italian.,
1728,,The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews.,
1729,,Well...they can run but they can't hide.,
1730,,I live in the West Village and I've been to a lot of restaurants.,
1731,,"Sometimes you pay a lot and don't get much in return - it's manhattan, things are expensive.",
1732,,"However, most of them are at least prompt and pleasant.",
1733,,This place...god where do i begin.,
1734,,It is quite a spectacular scene i'll give them that.,
1735,,The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,
1736,,"How this place survives the competitive west village market in this economy, or any other for that matter, is beyond me.",
1737,,I live a block away and go to Patsy's frequently.,
1738,,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",
1739,,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",
1740,,"Also, because it is so thin, it gets cold very quickly and its not that filling.",
1741,,So eat fast and order a lot.,
1742,,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,
1743,,I was there on sat. for my birthday and we had an excellent time.,
1744,,I had the best ravioli ever.,
1745,,The wine the service was very good too.,
1746,,Moderate prices.,
1747,,A little noise but I think that was because of our party!,
1748,,Mermaid Inn is an overall good restaurant with really good seafood.,
1749,,The menu is limited but almost all of the dishes are excellent.,
1750,,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,
1751,,The service is good and ambience is good for a date or group outing.,
1752,,The only fallback on this restaurant is the prices.,
1753,,"Even though its good seafood, the prices are too high.",
1754,,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,
1755,,this place... we stumbled upon it on labor day weekend.,
1756,,"whoever the jazz duo was, they were on POINT.",
1757,,"good music, great food, speedy service affordable prices.",
1758,,even the wine by the glass was good.,
1759,,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",
1760,,I was very disappointed with this restaurant.,
1761,,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,
1762,,I had to ask her three times before she finally came back with the dish Ive requested.,
1763,,"Food was okay, nothing great.",
1764,,Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family.,
1765,,I/we will never go back to this place again.,
1766,,I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.,
1767,,Even after they overcharged me the last time I was there.,
1768,,Make sure you have the Spicy Scallop roll.. .,
1769,,it's delicious!,
1770,,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",
1771,,"It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.",
1772,,The sushi seemed pretty fresh and was adequately proportioned.,
1773,,The rice to fish ration was also good--they didn't try to overpack the rice.,
1774,,We took advanatage of the half price sushi deal on saturday so it was well worth it.,
1775,,"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.",
1776,,He has visited Thailand and is quite expert on the cuisine.,
1777,,It was wonderful.,
1778,,"the salads are delicious, both refreshing and very spicy.",
1779,,We had Pam's special fried fish and it was amazing.,
1780,,too large for just two people but nothing was left.,
1781,,Unbelievable.,
1782,,I go and eat out at many different restaurants and this is one place you have go and try.,
1783,,This is my first time writing a review for a restaurant because the food and service was excellent.,
1784,,The filet mignon dish was superb!,
1785,,I would defiantly come back here again as one of my top choices.,
1786,,It's a small cute restaurant.,
1787,,I visit New Green Bo when I have money or when I am broke.,
1788,,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",
1789,,The food is so cheap and the waiters are nice.,
1790,,"Of course, it is crowded but who cares.",
1791,,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,
1792,,More Williamsburg Garbage,
1793,,My wife and I visited Dokebi tonight.,
1794,,We ordered dosut bibimbap and nakgi-bokum.,
1795,,The dishes came out around 5 minutes apart.,
1796,,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",
1797,,Too bad I had paid an extra $2 for the stone bowl.,
1798,,The nakgi-bokum was horrible.,
1799,,Easily the worst stir-fried squid I've ever tasted.,
1800,,The sauce tasted more like Chinese fast food than decent Korean.,
1801,,"The side dishes were passable, and I did get a refill upon request.",
1802,,The real problem I had with this place was the complete lack of service.,
1803,,I mentioned the squid dish wasn't very good when the waitress visited.,
1804,,She just nodded and walked off.,
1805,,"There were no communications issues either, as she spoke perfect English.",
1806,,"As to my comment about the food, no apology or acknowledgment was made.",
1807,,My wife had barely touched that mess of a dish.,
1808,,We were charged full price.,
1809,,"If you ware looking for Korean fusion, I suggest you try some of the places in the East Village.",
1810,,"Authentic Korean food lovers should visit 32nd Street, of course.",
1811,,I was speechless by the horrible food.,
1812,,"I attended a holiday dinner at the restaurant, and the food was majorly disappointing.",
1813,,"Rather than eating the meat entree being offered, I requested a vegetarian dish.",
1814,,"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",
1815,,"I was so stunned, and I left the dinner hungry and majorly disappointing.",
1816,,This place survives on reputation alone.,
1817,,I will NEVER return.,
1818,,Great Indian food and the service is incredible.,
1819,,The owner truly caters to all your needs.,
1820,,"When family came in he gave them apps to test their palets, and then ordered for them.",
1821,,Everyone was more then happy with his choices.,
1822,,Great food and the prices are very reasonable.,
1823,,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,
1824,,"For those that go once and don't enjoy it, all I can say is that they just don't get it.",
1825,,Rao's has the best service and atmosphere in NYC.,
1826,,Good luck getting a table.,
1827,,Planet Thai is great!,
1828,,"We love the food, drinks, and atmosphere!",
1829,,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",
1830,,"Try the Pad Thai, it's fabulous and their prices are so cheap!",
1831,,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",
1832,,"Just remember, the later you go, the longer you may have to wait.",
1833,,It's popular w/the late crowd.,
1834,,Patroon features a nice cigar bar and has great staff.,
1835,,The food is tasty and portion sizes are appropriate.,
1836,,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,
1837,,Not a great place for family or general dining.,
1838,,Great Indian food,
1839,,"I lived on 50th st, and wanted Indian one day so decided to check this place out.",
1840,,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",
1841,,"Very ""normal Indian food"", but done really well.",
1842,,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",
1843,,"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",
1844,,I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,
1845,,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",
1846,,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,
1847,,Was surprisingly disappointed.,
1848,,Pizza was a little soggy.,
1849,,Ravioli was good...but I have to say that I found everything a bit overpriced.,
1850,,Not enough wines by the glass either.,
1851,,"Service, however, was excellent...and I liked the setting/atmosphere a lot.",
1852,,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",
1853,,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",
1854,,Decor is nice though service can be spotty.,
1855,,This place is always packed.,
1856,,I know because I live nearby.,
1857,,"Most importantly, food is excellent.",
1858,,Try the sea bass.,
1859,,Highly recommended.,
1860,,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",
1861,,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",
1862,,"Overall, not worth the money.",
1863,,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",
1864,,i went to utsav about a yr ago with my family.,
1865,,The food was good.,
1866,,The place was nice and calm.,
1867,,but the service was a bit slow.,
1868,,Don't go with a larger group than 4!,
1869,,I went here for a family birthday dinner.,
1870,,Five of us walked in at approximately 6:20 on a Thursday evening.,
1871,,"The hostess said ""Wow that's a large group, unless you aren't together"", to which I replied ""no we are, and there will be one more, so a table for six please.""",
1872,,"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",
1873,,The menu is fairly simple without much descriptions.,
1874,,"There was no tap beer that evening, which was a disappointment.",
1875,,"Not much of a selection of bottled beer either, we went with Brahma.",
1876,,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each).,
1877,,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",
1878,,"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer.",
1879,,After we ate our appetizers (which took all of 8 minutes) we ordered another round of Brahma's - and tried to stall a little as we waited for our sixth dinner member.,
1880,,The waitress appeared and asked us if we wanted to go ahead and order.,
1881,,We replied that we would like to wait 5 more minutes if that was okay.,
1882,,"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded.""",
1883,,"We called the other person who was very close by, and she told us to order for her, so we did.",
1884,,The food arrived in about 15 minutes.,
1885,,I had the Thai style Fried Sea Bass...which was very good.,
1886,,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice!",
1887,,I heard the lobster roll was excellent.,
1888,,"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand).",
1889,,"All in all the food was good - a little on the expensive side, but fresh.",
1890,,"Service not the friendliest to our ""large party""!",
1891,,Probably would not go back here.,
1892,,"To celebrate a birthday, three of us went to Mare anticipating great food.",
1893,,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,
1894,,Fish was overdone.,
1895,,"Cute place, nice wait staff but would never go there again.",
1896,,Someone else recommended the dessert - we also left that.,
1897,,One of us actually liked the expresso - that's it.,
1898,,"Skip this restaurant, it's a big disappointment.",
1899,,Was there Friday night.,
1900,,Best Pastrami I ever had and great portion without being ridiculous.,
1901,,And I've been to many NYC delis.,
1902,,My wife had the fried shrimp which are huge and loved it.,
1903,,Price no more than a Jersey deli but way better.,
1904,,"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.",
1905,,This is by far my favorite place in the neighborhood.,
1906,,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",
1907,,"You'll pay at least double at any other Italian restaurant in the city, and most still don't compare.",
1908,,I'm partial to the Gnocchi.,
1909,,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",
1910,,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",
1911,,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",
1912,,Can't wait to go back.,
1913,,"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.",
1914,,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",
1915,,"Better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.",
1916,,Also a little more expensive than your average bagel place.,
1917,,The service was excellent and the food was delicious.,
1918,,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",
1919,,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",
1920,,Definitely a great spot for a nice occasion or date.,
1921,,This small Astoria souvlaki spot makes what many consider the best gyros in New York.,
1922,,"Small, bright, and clean, BZ Grill stands apart from the usual run of gyro joints, both in Astoria and out.",
1923,,"What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.",
1924,,"All the various Greek and Cypriot dishes are excellent, but the gyro is the reason to come--if you don't eat one your trip was wasted.",
1925,,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,
1926,,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",
1927,,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently",
1928,,"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",
1929,,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",
1930,,Never again!,
1931,,After passing by this restaurant for sometime I finally decided to go in and have dinner.,
1932,,I was pleasantly suprised.,
1933,,The food was exceptional.,
1934,,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",
1935,,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",
1936,,The service was friendly and the atmosphere was casual.,
1937,,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,
1938,,"Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across reviews for La Lanterna and gave it a shot.",
1939,,Quite simply it's like stepping out of Manhattan and into a haven of tranquility.,
1940,,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",
1941,,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,
1942,,I will be going back and heartily recommend it!,
1943,,Suan is a great place that I often take my friends (classmates) too.,
1944,,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",
1945,,I LOVE their Thai,
1946,,noodles with shrimp and chicken and coconut juice is the MUST!,
1947,,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",
1948,,I will go back to Suan soon!,
1949,,In summer-eat outside on a terrace (another great feature of Suan)!!!,
